,Dataset,Backprop,Model,Num_layers,Batchsize,LearningRate,TotalEpochs,Num_parameters,Optimizer,Best_train,Best_test,Best_test_at,Avg_time,Initialization,AvgGenError,ModelType,ID,Efficiency
289,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGD,0.9981166,0.8951416,14,10.16061397075653,kaiming_normal,0.10264439419999999,mlpWide_2layers,0,0.004793562359656321
290,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGD,0.9991455,0.8951416,47,8.6921444272995,kaiming_uniform,0.10453473879999997,mlpWide_2layers,0,0.0014979882373926002
291,Fashion,backprop,mlpWide,2layers,4096,0.005,98,255050,SGD,0.980399,0.89733887,42,9.828973255157472,orthogonal_,0.08222377460000001,mlpWide_2layers,0,0.001676277535342883
292,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,Adam,0.99986047,0.8977051,35,8.439711694717408,kaiming_normal,0.10389857300000002,mlpWide_3layers,0,0.0020030375536076797
293,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,Adam,0.99993026,0.8983154,28,8.415806927680968,kaiming_uniform,0.10371128480000001,mlpWide_3layers,0,0.0024882198305598907
294,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,Adam,0.99836075,0.89941406,1,9.94842260837555,orthogonal_,0.10060023300000001,mlpWide_3layers,0,0.03612331320342227
295,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGDM,0.9993548,0.8937988,28,8.397917103767394,kaiming_normal,0.10606723959999996,mlpWide_3layers,0,0.0024757094208678085
296,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGDM,0.9994594,0.8947754,6,8.677311072349548,kaiming_uniform,0.1050666274,mlpWide_3layers,0,0.010267717127786012
297,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGDM,0.99461144,0.8970947,49,9.865367002487183,orthogonal_,0.09802350340000002,mlpWide_3layers,0,0.001441206414817671
298,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGD,0.99986047,0.895874,0,8.425664682388305,kaiming_normal,0.10453961060000001,mlpWide_3layers,0,0.07196226639553027
299,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGD,0.99994767,0.89733887,38,8.425981631278992,kaiming_uniform,0.10330601499999997,mlpWide_3layers,0,0.0018482034364036915
300,Fashion,backprop,mlpWide,3layers,4096,0.0005,98,255050,SGD,0.99870956,0.8977051,41,9.944123163223267,orthogonal_,0.10218365820000001,mlpWide_3layers,0,0.0017168893316637254
301,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,Adam,0.99375695,0.8939209,29,8.468908905982971,kaiming_normal,0.0998468944,mlpWide_3layers,0,0.002393512701649718
302,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,Adam,0.995745,0.89501953,21,8.431975502967834,kaiming_uniform,0.10367571359999998,mlpWide_3layers,0,0.003267892270923158
303,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,Adam,0.9834333,0.89416504,9,10.76260880947113,orthogonal_,0.08632673540000001,mlpWide_3layers,0,0.007182499191856219
304,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGDM,0.9998779,0.89697266,21,8.517990589141846,kaiming_normal,0.10369977040000004,mlpWide_3layers,0,0.003275023532551727
305,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGDM,0.99994767,0.89501953,1,8.432458057403565,kaiming_uniform,0.10567663219999998,mlpWide_3layers,0,0.03594681498015474
306,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGDM,0.9952741,0.89733887,0,11.380743365287781,orthogonal_,0.09835589280000002,mlpWide_3layers,0,0.07207993401974397
307,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGD,0.99912804,0.8946533,11,8.42225501537323,kaiming_normal,0.10478691020000001,mlpWide_3layers,0,0.005988684337514749
308,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGD,0.9990583,0.8944092,43,8.432428526878358,kaiming_uniform,0.10463065079999997,mlpWide_3layers,0,0.0016328319180490762
309,Fashion,backprop,mlpWide,3layers,4096,0.005,98,255050,SGD,0.9939837,0.89660645,21,10.406428518295288,orthogonal_,0.09732701500000002,mlpWide_3layers,0,0.0032736864278423636
310,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,Adam,0.9998779,0.8983154,29,8.428479013442994,kaiming_normal,0.10364362700000003,mlpWide_4layers,0,0.0024052791695412276
311,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,Adam,0.99994767,0.8985596,6,8.669246068000794,kaiming_uniform,0.1036635044,mlpWide_4layers,0,0.010311141539269573
312,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,Adam,0.9993722,0.8967285,19,9.504295563697815,orthogonal_,0.10387730060000001,mlpWide_4layers,0,0.003601545262027041
313,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGDM,0.9993722,0.89575195,32,8.469988536834716,kaiming_normal,0.10430245240000001,mlpWide_4layers,0,0.002180377653561256
314,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGDM,0.99947685,0.8930664,41,9.017723698616027,kaiming_uniform,0.10707833660000002,mlpWide_4layers,0,0.0017080176715352617
315,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGDM,0.9973319,0.89538574,3,9.661023969650268,orthogonal_,0.10234165740000002,mlpWide_4layers,0,0.01798076156597887
316,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGD,0.99993026,0.8967285,46,8.399869170188904,kaiming_normal,0.10386892680000004,mlpWide_4layers,0,0.0015325724519264007
317,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGD,0.99994767,0.8977051,42,8.68844892501831,kaiming_uniform,0.10275740719999998,mlpWide_4layers,0,0.0016769616727878246
318,Fashion,backprop,mlpWide,4layers,4096,0.0005,98,255050,SGD,0.9995466,0.8964844,27,9.573490877151489,orthogonal_,0.10361468100000007,mlpWide_4layers,0,0.0025718320565901133
319,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,Adam,0.9948905,0.8963623,36,8.399213185310364,kaiming_normal,0.10161552,mlpWide_4layers,0,0.0019459862091945428
320,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,Adam,0.99712265,0.89404297,10,9.48050018310547,kaiming_uniform,0.10396206060000003,mlpWide_4layers,0,0.006528653316729714
321,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,Adam,0.9908622,0.89245605,35,9.8916055727005,orthogonal_,0.0957240506,mlpWide_4layers,0,0.0019913254175501203
322,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGDM,0.99994767,0.89624023,18,8.676501584053039,kaiming_normal,0.10441581139999999,mlpWide_4layers,0,0.0037890360160875137
323,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGDM,0.99994767,0.89746094,5,8.70371464252472,kaiming_uniform,0.10354458159999996,mlpWide_4layers,0,0.012014956575713215
324,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGDM,0.9989537,0.89746094,1,10.149469175338744,orthogonal_,0.10267648060000005,mlpWide_4layers,0,0.03604486972713965
325,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGD,0.99912804,0.8939209,45,8.650418691635132,kaiming_normal,0.1058471708,mlpWide_4layers,0,0.0015609865445541636
326,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGD,0.9992327,0.89331055,34,9.692189459800721,kaiming_uniform,0.10631591920000001,mlpWide_4layers,0,0.0020501815393375684
327,Fashion,backprop,mlpWide,4layers,4096,0.005,98,255050,SGD,0.99666923,0.8959961,12,9.765152006149291,orthogonal_,0.0998147932,mlpWide_4layers,0,0.005536313403065797
328,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,Adam,0.943185,0.8748779,4,8.513400239944458,kaiming_normal,0.06708844840000001,mlp_2layers,0,0.01724403313217672
329,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,Adam,0.9363316,0.875,1,8.365835266113281,kaiming_uniform,0.060762066600000005,mlp_2layers,0,0.04311609937413732
330,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,Adam,0.93629676,0.8763428,20,8.392967405319213,orthogonal_,0.0599989506,mlp_2layers,0,0.004112596816392898
331,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGDM,0.93652344,0.8746338,16,9.080736246109009,kaiming_normal,0.06216587959999998,mlp_2layers,0,0.005070359373012349
332,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGDM,0.93057686,0.87609863,5,8.357880549430847,kaiming_uniform,0.05423514740000002,mlp_2layers,0,0.014390078321000217
333,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGDM,0.9304199,0.8765869,13,8.550636134147645,orthogonal_,0.05367536480000001,mlp_2layers,0,0.006170613533137466
334,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGD,0.9443534,0.87231445,11,8.40031144142151,kaiming_normal,0.0720975096,mlp_2layers,0,0.007163961240323037
335,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGD,0.9372907,0.87353516,1,8.598374977111817,kaiming_uniform,0.06442034060000003,mlp_2layers,0,0.04304391858898623
336,Fashion,backprop,mlp,2layers,4096,0.0005,98,25514,SGD,0.9378662,0.87390137,25,8.677588596343995,orthogonal_,0.0642501372,mlp_2layers,0,0.0033124587527133846
337,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,Adam,0.92518836,0.8746338,45,9.72977659702301,kaiming_normal,0.040286342800000007,mlp_2layers,0,0.0018738284639393465
338,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,Adam,0.9204625,0.8718262,48,8.359413776397705,kaiming_uniform,0.0375523194,mlp_2layers,0,0.0017534574962647942
339,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,Adam,0.91856164,0.87194824,30,8.347890286445617,orthogonal_,0.037458147399999996,mlp_2layers,0,0.0027719820803645454
340,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGDM,0.8714076,0.85375977,46,9.84699640750885,kaiming_normal,0.014259199000000009,mlp_2layers,0,0.001790190447900821
341,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGDM,0.8715995,0.85302734,48,8.34841826915741,kaiming_uniform,0.014894671000000009,mlp_2layers,0,0.00171564835266687
342,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGDM,0.8814697,0.8562012,48,8.598263010978698,orthogonal_,0.019557755599999994,mlp_2layers,0,0.0017220317678579885
343,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGD,0.9360003,0.8748779,1,10.134623870849609,kaiming_normal,0.061426480199999994,mlp_2layers,0,0.0431100828304418
344,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGD,0.9301409,0.87646484,5,8.362320141792297,kaiming_uniform,0.05321324400000003,mlp_2layers,0,0.014396093386429476
345,Fashion,backprop,mlp,2layers,4096,0.005,98,25514,SGD,0.92953056,0.87646484,46,8.433926458358764,orthogonal_,0.052912596400000005,mlp_2layers,0,0.001837799155714401
346,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,Adam,0.98280555,0.88183594,9,8.318615727424621,kaiming_normal,0.09994838000000002,mlp_3layers,0,0.008108776182294785
347,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,Adam,0.9863281,0.8845215,2,8.433483142852783,kaiming_uniform,0.10201799439999998,mlp_3layers,0,0.02711156934674136
348,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,Adam,0.9841134,0.88134766,0,9.382517280578613,orthogonal_,0.1010836314,mlp_3layers,0,0.08104286284509159
349,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGDM,0.97405136,0.8823242,44,8.435182843208313,kaiming_normal,0.09190848319999997,mlp_3layers,0,0.0018029479769274947
350,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGDM,0.9774693,0.8845215,2,8.393720331192016,kaiming_uniform,0.09298444339999999,mlp_3layers,0,0.02711156934674136
351,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGDM,0.9757255,0.88305664,11,9.71189054965973,orthogonal_,0.09272949739999997,mlp_3layers,0,0.006766667438965706
352,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGD,0.98538643,0.87805176,48,8.401291995048522,kaiming_normal,0.10773925879999999,mlp_3layers,0,0.0016477508943883359
353,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGD,0.98845565,0.8796387,8,8.384364371299744,kaiming_uniform,0.109150745,mlp_3layers,0,0.008987302029073505
354,Fashion,backprop,mlp,3layers,4096,0.0005,98,52842,SGD,0.9859968,0.87768555,7,10.294461932182312,orthogonal_,0.1089236918,mlp_3layers,0,0.010088264948954533
355,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,Adam,0.95413643,0.87731934,34,8.37430091381073,kaiming_normal,0.056378001399999995,mlp_3layers,0,0.002304927010235545
356,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,Adam,0.9566302,0.8796387,21,8.333901801109313,kaiming_uniform,0.055556984600000005,mlp_3layers,0,0.0036766235573482517
357,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,Adam,0.9537179,0.8812256,29,10.030112404823303,orthogonal_,0.05391182679999999,mlp_3layers,0,0.002701054634005365
358,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGDM,0.89020646,0.8640137,47,8.342333450317383,kaiming_normal,0.017412458200000012,mlp_3layers,0,0.0016551864019193278
359,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGDM,0.88943917,0.8654785,49,8.353168325424194,kaiming_uniform,0.018300084799999998,mlp_3layers,0,0.0015916728109512562
360,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGDM,0.90262276,0.8708496,47,9.972470359802246,orthogonal_,0.022804827,mlp_3layers,0,0.0016682818988135093
361,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGD,0.97321427,0.8828125,10,8.339769062995911,kaiming_normal,0.090281461,mlp_3layers,0,0.007379778161696396
362,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGD,0.97657996,0.8852539,24,8.401453723907471,kaiming_uniform,0.0910595672,mlp_3layers,0,0.0032560821867176648
363,Fashion,backprop,mlp,3layers,4096,0.005,98,52842,SGD,0.9749407,0.88342285,23,10.239485483169556,orthogonal_,0.0909479608,mlp_3layers,0,0.0033847368125408607
364,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,Adam,0.9998779,0.8886719,8,8.607371549606324,kaiming_normal,0.11315185960000002,mlp_4layers,0,0.008495608073725545
365,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,Adam,0.9998954,0.8885498,6,8.385022506713867,kaiming_uniform,0.11322021379999998,mlp_4layers,0,0.010921423899623209
366,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,Adam,0.99966866,0.8833008,8,9.730513043403626,orthogonal_,0.11891217599999998,mlp_4layers,0,0.00844426093365643
367,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGDM,0.99684364,0.8876953,47,8.360393514633179,kaiming_normal,0.10973214519999999,mlp_4layers,0,0.0015911759779582782
368,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGDM,0.99748886,0.8873291,30,8.501051526069642,kaiming_uniform,0.1105008398,mlp_4layers,0,0.002462739982174146
369,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGDM,0.9971052,0.88500977,10,9.749447827339173,orthogonal_,0.11234270499999999,mlp_4layers,0,0.0069223078665879125
370,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGD,0.99998254,0.8861084,49,8.392709956169128,kaiming_normal,0.11470180219999997,mlp_4layers,0,0.0015247982319486918
371,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGD,0.99994767,0.8864746,8,8.375151252746582,kaiming_uniform,0.11436454419999993,mlp_4layers,0,0.008474602121337046
372,Fashion,backprop,mlp,4layers,4096,0.0005,98,111594,SGD,1.0,0.88098145,16,9.84879068851471,orthogonal_,0.11966413060000003,mlp_4layers,0,0.0044587525745409225
373,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,Adam,0.9787423,0.88671875,23,8.386423864364623,kaiming_normal,0.06831751479999999,mlp_4layers,0,0.003178851063434023
374,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,Adam,0.96944755,0.8833008,31,8.639411797523499,kaiming_uniform,0.06561174980000001,mlp_4layers,0,0.002374948387590871
375,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,Adam,0.9746617,0.8824463,11,10.0601136302948,orthogonal_,0.0682366072,mlp_4layers,0,0.006327069003961897
376,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGDM,0.90311104,0.86865234,48,8.332941274642945,kaiming_normal,0.02330357720000001,mlp_4layers,0,0.001525265490632622
377,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGDM,0.9061279,0.8696289,49,8.345784487724304,kaiming_uniform,0.026009344999999993,mlp_4layers,0,0.0014964406264193926
378,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGDM,0.92424667,0.87683105,43,10.209718832969665,orthogonal_,0.029296179000000002,mlp_4layers,0,0.0017145840308303995
379,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGD,0.9964425,0.88842773,30,8.630126104354858,kaiming_normal,0.1074340772,mlp_4layers,0,0.00246578917781826
380,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGD,0.99675643,0.88635254,48,8.411677536964417,kaiming_uniform,0.10971470039999996,mlp_4layers,0,0.0015563452483148442
381,Fashion,backprop,mlp,4layers,4096,0.005,98,111594,SGD,0.9965297,0.88513184,12,9.930568819046021,orthogonal_,0.1105800086,mlp_4layers,0,0.005858145332112572
382,higgs,backprop,kan,2layers,20000,0.0005,4,77316,Adam,0.737188,0.73070955,2,293.61159229278564,kaiming_normal,0.005757696666666663,kan_2layers,0,0.02163974856818823
383,higgs,backprop,kan,2layers,20000,0.0005,4,77316,Adam,0.736254,0.7296356,2,292.93510778745014,orthogonal_,0.005667409999999966,kan_2layers,0,0.021607943854571435
384,higgs,backprop,kan,2layers,20000,0.0005,4,77316,SGDM,0.732868,0.728215,2,292.56864190101624,kaiming_normal,0.0046188666666666656,kan_2layers,0,0.02156587320308485
385,higgs,backprop,kan,2layers,20000,0.0005,4,77316,SGDM,0.732066,0.7272439,2,296.1053930918376,orthogonal_,0.004784659999999996,kan_2layers,0,0.02153711436199051
386,higgs,backprop,kan,2layers,20000,0.0005,4,77316,SGD,0.737174,0.73070055,1,298.066654364268,kaiming_normal,0.00645943333333332,kan_2layers,0,0.032459223053749986
387,higgs,backprop,kan,2layers,20000,0.0005,4,77316,SGD,0.73618,0.7298741,2,295.44114565849304,orthogonal_,0.006341283333333318,kan_2layers,0,0.02161500696197644
388,higgs,backprop,kan,2layers,20000,0.005,4,77316,Adam,0.730618,0.72592664,2,293.453993956248,kaiming_normal,0.0023854333333333346,kan_2layers,0,0.021498104094232365
389,higgs,backprop,kan,2layers,20000,0.005,4,77316,Adam,0.73079,0.7255953,2,294.3975073496501,orthogonal_,0.0025885666666666993,kan_2layers,0,0.02148829155751298
390,higgs,backprop,kan,2layers,20000,0.005,4,77316,SGDM,0.620264,0.6211853,2,294.86425908406574,kaiming_normal,-0.0008763533333333203,kan_2layers,0,0.01839622009354411
391,higgs,backprop,kan,2layers,20000,0.005,4,77316,SGDM,0.557874,0.55814093,2,294.13697568575543,orthogonal_,5.66066666666624e-05,kan_2layers,0,0.016529179604693474
392,higgs,backprop,kan,2layers,20000,0.005,4,77316,SGD,0.732542,0.72803456,2,312.4722249507904,kaiming_normal,0.004498213333333334,kan_2layers,0,0.02156052952551605
393,higgs,backprop,kan,2layers,20000,0.005,4,77316,SGD,0.731808,0.7270441,2,294.9735709031423,orthogonal_,0.004845920000000059,kan_2layers,0,0.0215311973437116
394,higgs,backprop,kan,3layers,20000,0.0005,4,1460740,Adam,0.76466,0.7346605,1,294.3260055383046,kaiming_normal,0.024328246666666702,kan_3layers,0,0.0258784339059374
395,higgs,backprop,kan,3layers,20000,0.0005,4,1460740,Adam,0.755822,0.73297775,1,301.39068110783893,orthogonal_,0.018037510000000017,kan_3layers,0,0.025819158996431283
396,higgs,backprop,kan,3layers,20000,0.0005,4,1460740,SGDM,0.748912,0.73341614,2,293.97156167030334,kaiming_normal,0.015442319999999973,kan_3layers,0,0.017223067529866045
397,higgs,backprop,kan,3layers,20000,0.0005,4,1460740,SGDM,0.741988,0.7305446,2,304.17444801330566,orthogonal_,0.011386276666666658,kan_3layers,0,0.01715563415250035
398,higgs,backprop,kan,3layers,20000,0.0005,4,1460740,SGD,0.764864,0.7338632,2,304.62644243240356,kaiming_normal,0.031029163333333314,kan_3layers,0,0.017233565996084558
399,higgs,backprop,kan,3layers,20000,0.0005,4,1460740,SGD,0.75608,0.7329785,2,301.05557743708295,orthogonal_,0.022948553333333305,kan_3layers,0,0.01721279027679963
400,higgs,backprop,kan,3layers,20000,0.005,4,1460740,Adam,0.74682,0.73163056,2,303.0938851038615,kaiming_normal,0.006265026666666655,kan_3layers,0,0.017181136130701612
401,higgs,backprop,kan,3layers,20000,0.005,4,1460740,Adam,0.738892,0.7272158,2,307.06342792510986,orthogonal_,0.004895980000000022,kan_3layers,0,0.017077462778751443
402,higgs,backprop,kan,3layers,20000,0.005,4,1460740,SGDM,0.642646,0.64303845,2,295.02261185646057,kaiming_normal,-0.0005427033333333201,kan_3layers,0,0.015100696650404217
403,higgs,backprop,kan,3layers,20000,0.005,4,1460740,SGDM,0.623614,0.62454253,2,299.1563249429067,orthogonal_,-0.000641350000000022,kan_3layers,0,0.014666350497090766
404,higgs,backprop,kan,3layers,20000,0.005,4,1460740,SGD,0.748486,0.7332666,2,296.6666967868805,kaiming_normal,0.015234566666666671,kan_3layers,0,0.01721955582978481
405,higgs,backprop,kan,3layers,20000,0.005,4,1460740,SGD,0.74155,0.7301574,2,313.08800315856934,orthogonal_,0.011476176666666671,kan_3layers,0,0.017146541399581706
406,higgs,backprop,kan,4layers,20000,0.0005,4,6849028,Adam,0.778134,0.73660517,0,315.97417457898456,orthogonal_,0.03149505666666667,kan_4layers,0,0.04679943285892741
407,higgs,backprop,kan,4layers,20000,0.0005,4,6849028,SGDM,0.74968,0.7357653,2,324.59257260958356,orthogonal_,0.013980400000000004,kan_4layers,0,0.015582024201322842
408,higgs,backprop,kan,4layers,20000,0.0005,4,6849028,SGD,0.778798,0.7326372,1,299.47477674484253,orthogonal_,0.046090189999999996,kan_4layers,0,0.023273666034242312
409,higgs,backprop,kan,4layers,20000,0.005,4,6849028,Adam,0.747926,0.73426324,2,308.7983419895172,orthogonal_,0.005148753333333311,kan_4layers,0,0.015550213601839776
410,higgs,backprop,kan,4layers,20000,0.005,4,6849028,SGDM,0.657842,0.6571944,2,301.1349524656932,kaiming_normal,0.00035150000000002307,kan_4layers,0,0.01391805110376073
411,higgs,backprop,kan,4layers,20000,0.005,4,6849028,SGDM,0.662056,0.66136056,2,314.69615387916565,orthogonal_,0.00017213333333336114,kan_4layers,0,0.014006281964806478
412,higgs,backprop,kan,4layers,20000,0.005,4,6849028,SGD,0.74959,0.73556405,2,305.8412769635518,orthogonal_,0.01398101666666666,kan_4layers,0,0.015577762132466762
413,higgs,backprop,mlp,2layers,10000,0.0005,4,8450,Adam,4978.934,4978.469,2,288.92185378074646,orthogonal_,0.47866666666686797,mlp_2layers,0,183.53044847059206
414,higgs,backprop,mlp,2layers,10000,0.0005,4,8450,SGDM,4977.347,4977.073,1,288.2928257783254,orthogonal_,0.38343333333341434,mlp_2layers,0,275.218477737094
415,higgs,backprop,mlp,2layers,10000,0.0005,4,8450,SGD,4977.5977,4977.119,0,288.15850893656415,orthogonal_,0.5835333333337379,mlp_2layers,0,550.4420428217016
416,higgs,backprop,mlp,2layers,10000,0.005,4,8450,Adam,5003.558,5003.4985,0,289.0319360891978,orthogonal_,0.16543333333356713,mlp_2layers,0,553.3594707290141
417,higgs,backprop,mlp,2layers,10000,0.005,4,8450,SGDM,5011.665,5012.2183,2,288.17410524686176,orthogonal_,-0.17053333333327222,mlp_2layers,0,184.77461091582748
418,higgs,backprop,mlp,2layers,10000,0.005,4,8450,SGD,4975.752,4975.5312,2,288.6931296984355,orthogonal_,0.28346666666675446,mlp_2layers,0,183.4221469522906
419,higgs,backprop,mlp,2layers,20000,0.0005,4,8450,Adam,0.686706,0.6851304,2,291.4390906492869,kaiming_normal,0.0015114333333333303,mlp_2layers,0,0.02525722055773294
420,higgs,backprop,mlp,2layers,20000,0.0005,4,8450,Adam,0.68654,0.6848896,2,288.82957514127094,kaiming_uniform,0.0014204200000000149,mlp_2layers,0,0.025248343504969985
421,higgs,backprop,mlp,2layers,20000,0.0005,4,8450,Adam,0.706188,0.7041624,2,291.16595490773517,orthogonal_,0.0019057666666666788,mlp_2layers,0,0.025958832136572196
422,higgs,backprop,mlp,2layers,20000,0.0005,4,8450,SGDM,0.6833,0.6820344,0,300.9855891068776,kaiming_normal,0.0012158666666666578,mlp_2layers,0,0.07542926106662783
423,higgs,backprop,mlp,2layers,20000,0.0005,4,8450,SGDM,0.683278,0.682137,2,287.8186580340068,kaiming_uniform,0.001102066666666679,mlp_2layers,0,0.025146869354491164
424,higgs,backprop,mlp,2layers,20000,0.0005,4,8450,SGDM,0.701766,0.70031047,2,291.09218589464825,orthogonal_,0.0015216266666666645,mlp_2layers,0,0.025816831364773214
425,higgs,backprop,mlp,2layers,20000,0.0005,4,8450,SGD,0.686858,0.68518275,2,291.8616320292155,kaiming_normal,0.0016302166666666285,mlp_2layers,0,0.02525915043195279
426,higgs,backprop,mlp,2layers,20000,0.0005,4,8450,SGD,0.686632,0.6849427,1,291.2771019935608,kaiming_uniform,0.0016832833333333408,mlp_2layers,0,0.037875451541726446
427,higgs,backprop,mlp,2layers,20000,0.0005,4,8450,SGD,0.706332,0.70430106,2,292.38534752527875,orthogonal_,0.0019766566666666505,mlp_2layers,0,0.025963943814878307
428,higgs,backprop,mlp,2layers,20000,0.005,4,8450,Adam,0.682466,0.6816431,2,292.4932068188985,kaiming_normal,-1.9753333333298134e-05,mlp_2layers,0,0.025128661811469475
429,higgs,backprop,mlp,2layers,20000,0.005,4,8450,Adam,0.680968,0.67997956,2,291.8085759480794,kaiming_uniform,0.0004830466666666533,mlp_2layers,0,0.025067335680434264
430,higgs,backprop,mlp,2layers,20000,0.005,4,8450,Adam,0.696952,0.69561946,2,292.8238009611766,orthogonal_,0.000830446666666651,mlp_2layers,0,0.02564389804549774
431,higgs,backprop,mlp,2layers,20000,0.005,4,8450,SGDM,0.580928,0.5813873,2,292.2067228158315,kaiming_normal,-7.026666666668883e-05,mlp_2layers,0,0.021432748080606037
432,higgs,backprop,mlp,2layers,20000,0.005,4,8450,SGDM,0.579452,0.580393,2,292.5443410873413,kaiming_uniform,-0.00014403333333334878,mlp_2layers,0,0.02139609337312181
433,higgs,backprop,mlp,2layers,20000,0.005,4,8450,SGDM,0.61233,0.6129012,2,292.25444595019025,orthogonal_,-0.0004199499999999838,mlp_2layers,0,0.02259450286908768
434,higgs,backprop,mlp,2layers,20000,0.005,4,8450,SGD,0.683228,0.682049,1,293.6136036713918,kaiming_normal,0.0011091366666666398,mlp_2layers,0,0.037715437873245425
435,higgs,backprop,mlp,2layers,20000,0.005,4,8450,SGD,0.682976,0.6819564,2,296.5964738527934,kaiming_uniform,0.0010263533333333408,mlp_2layers,0,0.02514021156491895
436,higgs,backprop,mlp,2layers,20000,0.005,4,8450,SGD,0.70147,0.699804,2,292.43220138549805,orthogonal_,0.001610366666666696,mlp_2layers,0,0.02579816043074974
